word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition,Group
面包,麵包,miàn bāo,mian4 bao1,1,一级,"bread/CL:片[pian4],袋[dai4],塊|块[kuai4]",Group 16
面条儿,麵條兒,miàn tiáo ér,mian4 tiao2 er2,1,一级,erhua variant of 麵條|面条[mian4 tiao2],Group 16
明白,明白,míng bái,ming2 bai2,1,一级,clear/obvious/unequivocal/to understand/to realize,Group 16
明年,明年,míng nián,ming2 nian2,1,一级,next year,Group 16
明天,明天,míng tiān,ming2 tian1,1,一级,tomorrow,Group 16
名字,名字,míng zì,ming2 zi4,1,一级,name (of a person or thing)/CL:個|个[ge4],Group 16
拿,"㧱,拿,拏",ná,na2,1,一级,to hold/to seize/to catch/to apprehend/to take/(used in the same way as 把[ba3]: to mark the following noun as a direct object),Group 16
那边,那邊,nà biān,na4 bian1,1,一级,over there/yonder,Group 16
那儿,那兒,nà ér,na4 er2,1,一级,there,Group 16
哪儿,哪兒,nǎ ér,na3 er2,1,一级,where?/wherever; anywhere; somewhere/(used in rhetorical questions) how can ...?; how could ...?,Group 16
那里,"那裡,那裏",nà lǐ,na4 li3,1,一级,there; that place,Group 16
哪里,"哪裡,哪裏",nǎ lǐ,na3 li3,1,一级,where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment,Group 16
哪,哪,nǎ,na3,1,一级,"which? (interrogative, followed by classifier or numeral-classifier)",Group 16
那,那,nà,na4,1,一级,(archaic) many/beautiful/how/old variant of 挪[nuo2],Group 16
那些,那些,nà xiē,na4 xie1,1,一级,those,Group 16
奶,"奶,嬭,妳",nǎi,nai3,1,一级,mother/variant of 奶[nai3],Group 16
奶奶,奶奶,nǎi nǎi,nai3 nai3,1,一级,(informal) grandma (paternal grandmother)/(respectful) mistress of the house/CL:位[wei4]/(coll.) boobies/breasts,Group 16
男,男,nán,nan2,1,一级,"male/Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]",Group 16
南边,南邊,nán biān,nan2 bian1,1,一级,south/south side/southern part/to the south of,Group 17
男孩儿,男孩兒,nán hái er,nan2 hai2 er,1,一级,erhua variant of 男孩[nan2 hai2],Group 17
南,南,nán,nan2,1,一级,south,Group 17
难,難,nán,nan2,1,一级,disaster/distress/to scold,Group 17
男朋友,男朋友,nán péng yǒu,nan2 peng2 you3,1,一级,boyfriend,Group 17
男人,男人,nán rén,nan2 ren2,1,一级,a man/a male/men/CL:個|个[ge4],Group 17
男生,男生,nán shēng,nan2 sheng1,1,一级,schoolboy/male student/boy/guy (young adult male),Group 17
呢,呢,ne,ne,1,一级,woolen material,Group 17
哪些,哪些,něi xiē,nei3 xie1,1,一级,which ones?/who?/what?,Group 17
能,能,néng,neng2,1,一级,can/to be able to/might possibly/ability/(physics) energy,Group 17
你,你,nǐ,ni3,1,一级,"you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)",Group 17
你们,你們,nǐ men,ni3 men,1,一级,you (plural),Group 17
年,"秊,年",nián,nian2,1,一级,grain/harvest (old)/variant of 年[nian2],Group 17
您,您,nín,nin2,1,一级,"you (courteous, as opposed to informal 你[ni3])",Group 17
牛奶,牛奶,niú nǎi,niu2 nai3,1,一级,"cow's milk/CL:瓶[ping2],杯[bei1]",Group 18
女儿,女兒,nǚ ér,nv3 er2,1,一级,daughter,Group 18
女孩儿,女孩兒,nǚ hái ér,nv3 hai2 er2,1,一级,erhua variant of 女孩[nu:3 hai2],Group 18
女,女,nǚ,nv3,1,一级,archaic variant of 汝[ru3],Group 18
女朋友,女朋友,nǚ péng yǒu,nv3 peng2 you3,1,一级,girlfriend,Group 18
女人,女人,nǚ rén,nv3 ren2,1,一级,wife,Group 18
女生,女生,nǚ shēng,nv3 sheng1,1,一级,schoolgirl/female student/girl,Group 18
旁边,旁邊,páng biān,pang2 bian1,1,一级,side; adjacent place,Group 18
跑,跑,pǎo,pao3,1,一级,to run/to run away/to escape/to run around (on errands etc)/(of a gas or liquid) to leak or evaporate/(verb complement) away/off,Group 18
朋友,朋友,péng yǒu,peng2 you3,1,一级,"friend/CL:個|个[ge4],位[wei4]",Group 18
票,票,piào,piao4,1,一级,"ticket/ballot/banknote/CL:張|张[zhang1]/person held for ransom/amateur performance of Chinese opera/classifier for groups, batches, business transactions",Group 18
起,起,qǐ,qi3,1,一级,"to rise/to raise/to get up/to set out/to start/to appear/to launch/to initiate (action)/to draft/to establish/to get (from a depot or counter)/verb suffix, to start/starting from (a time, place, price etc)/classifier for occurrences or unpredictable events: case, instance/classifier for groups: batch, group",Group 18
汽车,汽車,qì chē,qi4 che1,1,一级,car/automobile/bus/CL:輛|辆[liang4],Group 18
起床,起床,qǐ chuáng,qi3 chuang2,1,一级,to get out of bed; to get up,Group 18
起来,起來,qǐ lái,qi3 lai2,1,一级,"(after a verb) indicating the beginning and continuation of an action or a state/indicating an upward movement (e.g. after 站[zhan4])/indicating completion/(after a perception verb, e.g. 看[kan4]) expressing preliminary judgment/also pr. [qi3 lai5]",Group 18
七,七,qī,qi1,1,一级,seven/7,Group 18
钱,錢,qián,qian2,1,一级,"coin/money/CL:筆|笔[bi3]/unit of weight, one tenth of a tael 兩|两[liang3]",Group 19
钱包,錢包,qián bāo,qian2 bao1,1,一级,purse/wallet,Group 19
前,前,qián,qian2,1,一级,front/forward/ahead/first/top (followed by a number)/future/ago/before/BC (e.g. 前293年)/former/formerly,Group 19
前边,前邊,qián biān,qian2 bian1,1,一级,front/the front side/in front of,Group 19
前天,前天,qián tiān,qian2 tian1,1,一级,the day before yesterday,Group 19
请,請,qǐng,qing3,1,一级,to ask/to invite/please (do sth)/to treat (to a meal etc)/to request,Group 19
请假,請假,qǐng jià,qing3 jia4,1,一级,to request leave of absence,Group 19
请进,請進,qǐng jìn,qing3 jin4,1,一级,"""please come in""",Group 19
请问,請問,qǐng wèn,qing3 wen4,1,一级,"Excuse me, may I ask...?",Group 19
请坐,請坐,qǐng zuò,qing3 zuo4,1,一级,"please, have a seat",Group 19
球,球,qiú,qiu2,1,一级,ball/sphere/globe/CL:個|个[ge4]/ball game/match/CL:場|场[chang3],Group 19
去,去,qù,qu4,1,一级,to go/to go to (a place)/(of a time etc) last/just passed/to send/to remove/to get rid of/to reduce/to be apart from in space or time/to die (euphemism)/to play (a part)/(when used either before or after a verb) to go in order to do sth/(after a verb of motion indicates movement away from the speaker)/(used after certain verbs to indicate detachment or separation),Group 19
去年,去年,qù nián,qu4 nian2,1,一级,last year,Group 19
热,熱,rè,re4,1,一级,to warm up/to heat up/hot (of weather)/heat/fervent,Group 19
人,人,rén,ren2,1,一级,"person; people/CL:個|个[ge4],位[wei4]",Group 20
认识,認識,rèn shí,ren4 shi2,1,一级,to know/to recognize/to be familiar with/to get acquainted with sb/knowledge/understanding/awareness/cognition,Group 20
认真,認真,rèn zhēn,ren4 zhen1,1,一级,conscientious/earnest/serious/to take seriously/to take to heart,Group 20
日,日,rì,ri4,1,一级,"sun/day/date, day of the month",Group 20
日期,日期,rì qī,ri4 qi1,1,一级,date/CL:個|个[ge4],Group 20
肉,肉,ròu,rou4,1,一级,meat/flesh/pulp (of a fruit)/(coll.) (of a fruit) squashy/(of a person) flabby/irresolute/Kangxi radical 130,Group 20
三,三,sān,san1,1,一级,three/3,Group 20
山,山,shān,shan1,1,一级,mountain; hill (CL:座[zuo4])/(coll.) small bundle of straw for silkworms to spin cocoons on,Group 20
上班,上班,shàng bān,shang4 ban1,1,一级,to go to work/to be on duty/to start work/to go to the office,Group 20
上边,上邊,shàng biān,shang4 bian1,1,一级,the top/above/overhead/upwards/the top margin/above-mentioned/those higher up,Group 20
商场,商場,shāng chǎng,shang1 chang3,1,一级,shopping mall/shopping center/department store/emporium/CL:家[jia1]/the business world,Group 20
上车,上車,shàng chē,shang4 che1,1,一级,"to get on or into (a bus, train, car etc)",Group 20
上次,上次,shàng cì,shang4 ci4,1,一级,last time,Group 20
商店,商店,shāng diàn,shang1 dian4,1,一级,"store; shop/CL:家[jia1],個|个[ge4]",Group 20
上课,上課,shàng kè,shang4 ke4,1,一级,to go to class/to attend class/to go to teach a class,Group 20
上,上,shàng,shang4,1,一级,(bound form) up; upper; above; previous/first (of multiple parts)/to climb; to get onto; to go up/to attend (class or university)/(directional complement) up/(noun suffix) on; above,Group 20
上网,上網,shàng wǎng,shang4 wang3,1,一级,"to go online/to connect to the Internet/(of a document etc) to be uploaded to the Internet/(tennis, volleyball etc) to move in close to the net",Group 21
上午,上午,shàng wǔ,shang4 wu3,1,一级,morning/CL:個|个[ge4],Group 21
上学,上學,shàng xué,shang4 xue2,1,一级,to go to school/to attend school,Group 21
少,少,shǎo,shao3,1,一级,young,Group 21
什么,什麼,shén me,shen2 me,1,一级,what?/something/anything,Group 21
身上,身上,shēn shàng,shen1 shang4,1,一级,on the body/at hand/among,Group 21
身体,身體,shēn tǐ,shen1 ti3,1,一级,the body/one's health,Group 21
生病,生病,shēng bìng,sheng1 bing4,1,一级,to fall ill,Group 21
生气,生氣,shēng qì,sheng1 qi4,1,一级,to get angry/to take offense/angry/vitality/liveliness,Group 21
生日,生日,shēng rì,sheng1 ri4,1,一级,birthday/CL:個|个[ge4],Group 21
十,十,shí,shi2,1,一级,ten/10,Group 21
试,試,shì,shi4,1,一级,to test/to try/experiment/examination/test,Group 21
是不是,是不是,shì bú shì,shi4 bu2 shi4,1,一级,is or isn't/yes or no/whether or not,Group 21
时候,時候,shí hòu,shi2 hou4,1,一级,time/length of time/moment/period,Group 22
时间,時間,shí jiān,shi2 jian1,1,一级,(concept of) time/(duration of) time/(point in) time,Group 22
是,"是,昰",shì,shi4,1,一级,variant of 是[shi4],Group 22
事,事,shì,shi4,1,一级,"matter/thing/item/work/affair/CL:件[jian4],樁|桩[zhuang1],回[hui2]",Group 22
手,手,shǒu,shou3,1,一级,"hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient/classifier for skill/CL:雙|双[shuang1],隻|只[zhi1]",Group 22
手机,手機,shǒu jī,shou3 ji1,1,一级,"cell phone/mobile phone/CL:部[bu4],支[zhi1]",Group 22
树,樹,shù,shu4,1,一级,tree/CL:棵[ke1]/to cultivate/to set up,Group 22
书,書,shū,shu1,1,一级,"book/letter/document/CL:本[ben3],冊|册[ce4],部[bu4]/to write",Group 22
书包,書包,shū bāo,shu1 bao1,1,一级,"schoolbag/satchel/bookbag/CL:個|个[ge4],隻|只[zhi1]",Group 22
书店,書店,shū diàn,shu1 dian4,1,一级,bookstore/CL:家[jia1],Group 22
睡,睡,shuì,shui4,1,一级,to sleep/to lie down,Group 22
水,水,shuǐ,shui3,1,一级,water/river/liquid/beverage/additional charges or income/(of clothes) classifier for number of washes,Group 22
水果,水果,shuǐ guǒ,shui3 guo3,1,一级,fruit/CL:個|个[ge4],Group 22
睡觉,睡覺,shuì jiào,shui4 jiao4,1,一级,to go to bed/to sleep,Group 22
谁,誰,shuí,shui2,1,一级,who/also pr. [shui2],Group 22
说话,說話,shuō huà,shuo1 hua4,1,一级,to speak/to say/to talk/to gossip/to tell stories/talk/word,Group 22
说,"說,説",shuō,shuo1,1,一级,variant of 說|说[shuo1],Group 22
四,四,sì,si4,1,一级,four/4,Group 22
送,送,sòng,song4,1,一级,to send; to deliver; to transmit/to give (as a present)/to see (sb) off/to accompany; to go along with,Group 22
岁,"歲,嵗",suì,sui4,1,一级,classifier for years (of age)/year/year (of crop harvests),Group 23
她,她,tā,ta1,1,一级,she,Group 23
他们,他們,tā men,ta1 men,1,一级,they; them,Group 23
她们,她們,tā men,ta1 men,1,一级,they; them (females),Group 23
他,他,tā,ta1,1,一级,he; him (used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/(literary) other,Group 23
太,太,tài,tai4,1,一级,highest/greatest/too (much)/very/extremely,Group 23
天,天,tiān,tian1,1,一级,day/sky/heaven,Group 23
天气,天氣,tiān qì,tian1 qi4,1,一级,weather,Group 23
听见,聽見,tīng jiàn,ting1 jian4,1,一级,to hear,Group 23
听,"聽,听",tīng,ting1,1,一级,"to listen to; to hear/to heed; to obey/a can (loanword from English ""tin"")/classifier for canned beverages/to let be; to allow (Taiwan pr. [ting4])/(literary) to administer; to deal with (Taiwan pr. [ting4])",Group 23
听到,聽到,tīng dào,ting1 dao4,1,一级,to hear,Group 23
听写,聽寫,tīng xiě,ting1 xie3,1,一级,(of a pupil) to write down (in a dictation exercise)/dictation/(music) to transcribe by ear,Group 23
同学,同學,tóng xué,tong2 xue2,1,一级,"to study at the same school/fellow student/classmate/CL:位[wei4],個|个[ge4]",Group 23
图书馆,圖書館,tú shū guǎn,tu2 shu1 guan3,1,一级,"library/CL:家[jia1],個|个[ge4]",Group 23
外,外,wài,wai4,1,一级,outside/in addition/foreign/external,Group 23
外边,外邊,wài biān,wai4 bian1,1,一级,outside/outer surface/abroad/place other than one's home,Group 23
外国,外國,wài guó,wai4 guo2,1,一级,foreign (country)/CL:個|个[ge4],Group 23
外语,外語,wài yǔ,wai4 yu3,1,一级,foreign language/CL:門|门[men2],Group 23
晚,晚,wǎn,wan3,1,一级,evening/night/late,Group 23
玩儿,玩兒,wán ér,wan2 er2,1,一级,to play/to have fun/to hang out,Group 24
晚饭,晚飯,wǎn fàn,wan3 fan4,1,一级,"evening meal/dinner/supper/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",Group 24
晚上,晚上,wǎn shàng,wan3 shang4,1,一级,evening/night/CL:個|个[ge4]/in the evening,Group 24
网上,網上,wǎng shàng,wang3 shang4,1,一级,online,Group 24
忘,忘,wàng,wang4,1,一级,to forget/to overlook/to neglect,Group 24
忘记,忘記,wàng jì,wang4 ji4,1,一级,to forget,Group 24
网友,網友,wǎng yǒu,wang3 you3,1,一级,online friend/Internet user,Group 24
问,問,wèn,wen4,1,一级,to ask; to inquire,Group 24
我,我,wǒ,wo3,1,一级,I; me; my,Group 24
我们,我們,wǒ men,wo3 men,1,一级,we; us; ourselves; our,Group 24
五,五,wǔ,wu3,1,一级,five/5,Group 24
午饭,午飯,wǔ fàn,wu3 fan4,1,一级,"lunch/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",Group 24
西,西,xī,xi1,1,一级,west,Group 24
西边,西邊,xī biān,xi1 bian1,1,一级,west/west side/western part/to the west of,Group 24
洗手间,洗手間,xǐ shǒu jiān,xi3 shou3 jian1,1,一级,toilet/lavatory/washroom,Group 24
喜欢,喜歡,xǐ huān,xi3 huan1,1,一级,to like; to be fond of,Group 24
洗,洗,xǐ,xi3,1,一级,to wash; to bathe/to develop (photographs)/to shuffle (cards etc)/to erase (a recording),Group 24
下,下,xià,xia4,1,一级,"down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/to arrive at (a decision, conclusion etc)/measure word to show the frequency of an action",Group 24
下班,下班,xià bān,xia4 ban1,1,一级,to finish work/to get off work,Group 25
下边,下邊,xià biān,xia4 bian1,1,一级,under/the underside/below,Group 25
下车,下車,xià chē,xia4 che1,1,一级,"to get off or out of (a bus, train, car etc)",Group 25
下次,下次,xià cì,xia4 ci4,1,一级,next time,Group 25
下课,下課,xià kè,xia4 ke4,1,一级,to finish class/to get out of class/(fig.) (esp. of a sports coach) to be dismissed/to be fired,Group 25
下午,下午,xià wǔ,xia4 wu3,1,一级,afternoon/CL:個|个[ge4]/p.m.,Group 25
下雨,下雨,xià yǔ,xia4 yu3,1,一级,to rain,Group 25
先,先,xiān,xian1,1,一级,beforehand; first; earlier/at first; originally/for the time being; for now/(prefix) my late (in referring to deceased relatives older than oneself),Group 25
先生,先生,xiān shēng,xian1 sheng1,1,一级,teacher/gentleman; sir; mister (Mr.)/husband/(dialect) doctor/CL:位[wei4],Group 25
现在,現在,xiàn zài,xian4 zai4,1,一级,now/at present/at the moment/modern/current/nowadays,Group 25
想,想,xiǎng,xiang3,1,一级,to think (about)/to think of; to devise/to think (that); to believe (that)/to desire; to want (to)/to miss (feel wistful about the absence of),Group 25
笑,"笑,咲",xiào,xiao4,1,一级,to laugh; to smile/to laugh at,Group 25
小,小,xiǎo,xiao3,1,一级,small/tiny/few/young,Group 25
小孩儿,小孩兒,xiǎo hái ér,xiao3 hai2 er2,1,一级,erhua variant of 小孩[xiao3 hai2],Group 25
小姐,小姐,xiǎo jiě,xiao3 jie3,1,一级,"young lady/miss/(slang) prostitute/CL:個|个[ge4],位[wei4]",Group 25
小朋友,小朋友,xiǎo péng yǒu,xiao3 peng2 you3,1,一级,child/CL:個|个[ge4],Group 25
小时,小時,xiǎo shí,xiao3 shi2,1,一级,hour/CL:個|个[ge4],Group 25
小学,小學,xiǎo xué,xiao3 xue2,1,一级,elementary school; primary school,Group 25
小学生,小學生,xiǎo xué shēng,xiao3 xue2 sheng1,1,一级,"primary school student/schoolchild/CL:個|个[ge4],名[ming2]/(fig.) beginner",Group 25
谢谢,謝謝,xiè xiè,xie4 xie4,1,一级,to thank/thanks/thank you,Group 25
写,寫,xiě,xie3,1,一级,to write,Group 26
新,新,xīn,xin1,1,一级,new/newly/meso- (chemistry),Group 26
新年,新年,xīn nián,xin1 nian2,1,一级,New Year/CL:個|个[ge4],Group 26
行,行,xíng,xing2,1,一级,to walk/to go/to travel/a visit/temporary/makeshift/current/in circulation/to do/to perform/capable/competent/effective/all right/OK!/will do/behavior/conduct/Taiwan pr. [xing4] for the behavior-conduct sense,Group 26
